respondent_id,age_group,gender,education,heard_term_gender_sensitization,gender_is_binary_or_nonbinary,received_gender_training,support_school_curriculum,support_workplace_training,sensitization_helps_relationships,stereotype_men_rational_women_emotional,stereotype_women_bad_drivers,view_okay_for_men_to_cry,stereotype_men_strong_women_weak,stereotype_women_better_housekeepers,stereotype_gentle_men_less_masculine,childcare_only_mother_responsibility,woman_home_man_provider_role,chores_divided_equally_if_both_work,support_equal_pay,support_gender_diversity_quotas,discrimination_observed_nearby,support_gender_neutral_language,encourage_girls_nontraditional_careers,man_should_have_final_say_home,woman_should_not_tolerate_violence,sexist_jokes_okay,sensitization_reduces_gbv
R0489,18-25,Male,Bachelor's degree,No,Non-binary,No,"Yes, definitely",Maybe,Yes,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,No,No,"No, the woman should manage both",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
R0490,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Maybe,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Yes,Yes,"No, the woman should manage both",Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
R0491,18-25,Male,High school or equivalent,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Maybe,No,No,No,No
R0492,18-25,Female,Master's degree,Yes,Binary,Yes,"Yes, definitely","No, not required",Yes,Disagree,Agree,Agree,Disagree,Neutral,Disagree,No,Yes,"No, the woman should manage both",Yes,Yes,No,Maybe,Yes,No,No,No,Maybe
R0493,26-35,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","No, not required",Yes,Agree,Disagree,Agree,Disagree,Neutral,Agree,Yes,Yes,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,Yes,Yes,Maybe
R0494,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Agree,Agree,Disagree,Neutral,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,No,Yes
R0495,18-25,Male,Master's degree,Yes,Non-binary,No,Maybe,Maybe,Yes,Agree,Disagree,Agree,Disagree,Neutral,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0496,18-25,Female,Bachelor's degree,Yes,Binary,No,"Yes, definitely","No, not required",Maybe,Neutral,Agree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,Maybe,No,Yes
R0497,18-25,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely",Maybe,Maybe,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Unsure,No,Maybe,Yes,No,No,Yes,Yes
R0498,18-25,Male,High school or equivalent,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,No,No,Yes,No,No,No,Yes
R0499,18-25,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Maybe,Maybe,No,Yes,No,No
R0500,18-25,Male,Bachelor's degree,No,Non-binary,No,"Yes, definitely",Maybe,Yes,Agree,Disagree,Agree,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,Yes
R0501,26-35,Male,Master's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Yes,Yes,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
R0502,26-35,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,No,Yes,Yes,No,No,Yes,Maybe,Yes
R0503,18-25,Male,Master's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Agree,Yes,Yes,"Yes, definitely",Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
R0504,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Agree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Maybe,No,No,No,Maybe
R0505,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Agree,Neutral,Disagree,No,No,"Yes, definitely",No,Yes,No,Yes,Maybe,No,No,No,Yes
R0506,18-25,Female,Bachelor's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Agree,Agree,Disagree,Disagree,Neutral,No,Yes,"Yes, definitely",No,Unsure,Yes,Maybe,Yes,Yes,No,No,Maybe
R0507,18-25,Male,Bachelor's degree,Yes,Non-binary,Yes,"No, not required","Yes, definitely",Yes,Neutral,Disagree,Agree,Agree,Disagree,Agree,Yes,Yes,"Yes, definitely",Yes,Unsure,No,Yes,Yes,No,No,No,Yes
R0508,18-25,Female,High school or equivalent,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
R0509,18-25,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,No,No,Yes
R0510,26-35,Female,Master's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,No,No,"Yes, definitely",No,Yes,Unsure,Yes,Yes,No,No,No,Yes
R0511,18-25,Male,Master's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Agree,Disagree,Disagree,No,Yes,"No, the woman should manage both",No,Yes,No,Yes,Yes,No,No,Yes,Yes
R0512,18-25,Male,High school or equivalent,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Maybe,Agree,Disagree,Agree,Neutral,Agree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Unsure,No,Yes,No,No,Yes,Yes
R0513,18-25,Female,Master's degree,Yes,Non-binary,No,Maybe,"Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Unsure,Yes,No,Maybe,No,No,Maybe
R0514,18-25,Male,Bachelor's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Agree,Agree,Yes,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,No,No,Maybe
R0515,18-25,Male,Master's degree,Yes,Unsure,No,"Yes, definitely",Maybe,Yes,Disagree,Agree,Agree,Disagree,Disagree,Agree,Yes,No,"Yes, definitely",Yes,Yes,Yes,No,Yes,No,Maybe,No,Yes
R0516,More than 35,Male,Bachelor's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Maybe,Agree,Agree,Agree,Neutral,Disagree,Disagree,Yes,Yes,"Yes, definitely",No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
R0517,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely",Maybe,Yes,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",No,Yes,Yes,Yes,Yes,No,No,No,Yes
R0518,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Maybe,No,No,No,No
R0519,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Maybe,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,No,Maybe,Yes,No,Yes,Yes
R0520,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Neutral,Neutral,No,No,"Yes, definitely",No,No,Yes,Maybe,Yes,No,Yes,No,Yes
R0521,18-25,Male,Master's degree,Yes,Unsure,No,Maybe,"Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Agree,Yes,No,"Yes, definitely",Yes,Yes,Yes,No,Yes,No,No,Maybe,Maybe
R0522,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Neutral,Agree,Disagree,Agree,Yes,Yes,"No, the woman should manage both",Yes,Yes,Yes,Yes,Yes,No,No,Maybe,Yes
R0523,18-25,Male,Bachelor's degree,Yes,Non-binary,No,Maybe,"Yes, definitely",Yes,Agree,Neutral,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,No,Maybe,Maybe,Maybe,No,No,Yes
R0524,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely",Maybe,Yes,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,No,No,"No, the woman should manage both",Yes,Yes,Yes,Yes,Yes,Maybe,Yes,No,Yes
R0525,18-25,Male,Bachelor's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Maybe,Disagree,Agree,Neutral,Disagree,Disagree,Neutral,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Maybe,Yes,No
R0526,18-25,Male,Master's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Neutral,Disagree,Agree,Disagree,Yes,No,"Yes, definitely",Yes,No,Yes,Maybe,Yes,No,Maybe,No,Yes
R0527,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Disagree,Neutral,Neutral,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,Yes,No,Yes
R0528,18-25,Female,Bachelor's degree,No,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,No,No,Yes
R0529,18-25,Male,Bachelor's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Maybe,Disagree,Agree,Agree,Disagree,Agree,Neutral,No,No,"No, the woman should manage both",Yes,Yes,Yes,Maybe,Yes,No,No,No,Yes
R0530,18-25,Female,Bachelor's degree,Yes,Non-binary,No,Maybe,"Yes, definitely",Yes,Neutral,Agree,Agree,Disagree,Disagree,Neutral,No,Yes,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,Maybe,No
R0531,18-25,Female,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Maybe,Agree,Agree,Agree,Agree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Maybe
R0532,18-25,Female,Master's degree,Yes,Binary,Yes,"Yes, definitely",Maybe,Maybe,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Maybe
R0533,18-25,Male,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","No, not required",Yes,Disagree,Agree,Agree,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Maybe,No,No,Maybe,Maybe
R0534,18-25,Female,Master's degree,No,Non-binary,No,"Yes, definitely","No, not required",Yes,Disagree,Disagree,Agree,Agree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,No,Yes,No,No,No,No,Yes
R0535,18-25,Female,Master's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Agree,Neutral,Agree,No,No,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,No,No,No,Maybe
R0536,More than 35,Male,Bachelor's degree,No,Unsure,Yes,"No, not required","Yes, definitely",Yes,Agree,Disagree,Agree,Neutral,Agree,Disagree,No,Yes,"Yes, definitely",Yes,Unsure,Yes,No,Yes,Maybe,No,No,Yes
R0537,Less than 18,Female,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",No,Disagree,Disagree,Agree,Disagree,Agree,Agree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
R0538,18-25,Female,Bachelor's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Agree,Agree,Agree,No,No,"Yes, definitely",Yes,No,No,Maybe,Yes,Maybe,No,Maybe,Yes
R0539,18-25,Male,Master's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Maybe,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,Yes,No,Maybe
R0540,18-25,Female,Bachelor's degree,Yes,Unsure,Yes,"Yes, definitely",Maybe,Maybe,Agree,Agree,Disagree,Disagree,Agree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
R0541,18-25,Male,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Agree,Agree,Disagree,Yes,No,"Yes, definitely",Yes,No,No,Yes,Yes,No,Maybe,No,Maybe
R0542,18-25,Female,Master's degree,Yes,Non-binary,No,"No, not required","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,No,Yes
R0543,18-25,Male,High school or equivalent,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,No,Yes
R0544,18-25,Male,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Agree,Agree,Agree,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
R0545,18-25,Female,Master's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Agree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
R0546,18-25,Male,High school or equivalent,No,Unsure,No,"No, not required","Yes, definitely",Yes,Disagree,Disagree,Agree,Agree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Unsure,Unsure,Yes,Yes,No,No,No,Yes
R0547,18-25,Female,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,No,Yes,Maybe,No,Yes,No,Maybe
R0548,18-25,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,Maybe,Maybe
R0549,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,No,Yes,No,No,No,Yes
R0550,26-35,Male,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
R0551,26-35,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
R0552,18-25,Male,High school or equivalent,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Agree,Agree,Agree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,No,No,Yes
R0553,18-25,Female,Bachelor's degree,No,Non-binary,No,Maybe,"Yes, definitely",No,Agree,Agree,Agree,Disagree,Neutral,Disagree,No,Yes,"Yes, definitely",No,No,Yes,Yes,Yes,No,No,No,Yes
R0554,18-25,Male,High school or equivalent,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",No,Yes,No,Maybe,Maybe,No,Yes,No,No
R0555,18-25,Female,Master's degree,No,Binary,No,"Yes, definitely",Maybe,Yes,Disagree,Disagree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Unsure,Unsure,Yes,Yes,Yes,No,Yes,Maybe
R0556,18-25,Male,Master's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Disagree,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,No,Maybe,Yes,Maybe,No,No,Yes
R0557,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","No, not required",Maybe,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
R0558,18-25,Female,Master's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Agree,Neutral,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Unsure,No,Yes,Yes,No,No,No,Yes
R0559,18-25,Female,Master's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Disagree,Agree,Neutral,Disagree,Yes,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,No,Yes
R0560,18-25,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,Maybe
R0561,26-35,Female,High school or equivalent,No,Binary,No,"Yes, definitely","Yes, definitely",No,Agree,Disagree,Agree,Agree,Neutral,Agree,No,Yes,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,Maybe,Yes,No,Yes
R0562,18-25,Male,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Neutral,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,Yes,No,Yes
R0563,18-25,Male,Bachelor's degree,No,Non-binary,No,"No, not required","No, not required",Yes,Agree,Disagree,Agree,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,No,No,No,No,Yes
R0564,18-25,Female,Bachelor's degree,Yes,Unsure,No,"Yes, definitely",Maybe,Maybe,Agree,Disagree,Agree,Agree,Agree,Disagree,No,Yes,"Yes, definitely",Yes,No,Yes,Yes,No,No,No,No,Maybe
R0565,18-25,Male,Master's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Agree,Neutral,No,No,"Yes, definitely",Yes,Unsure,Unsure,Yes,Yes,No,No,No,Maybe
R0566,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Agree,Disagree,Agree,Disagree,Disagree,Agree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,Maybe,No,No
R0567,18-25,Male,Bachelor's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,Yes,No,No,Yes
R0568,18-25,Male,Master's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Disagree,Disagree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,No,No,Yes,Yes,No,No,No,Maybe
R0569,18-25,Male,Master's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Agree,Neutral,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
R0570,18-25,Female,Bachelor's degree,No,Unsure,No,"Yes, definitely","No, not required",Yes,Neutral,Disagree,Agree,Disagree,Agree,Disagree,No,Yes,"Yes, definitely",Yes,Unsure,Yes,No,Yes,Maybe,No,Maybe,Yes
R0571,18-25,Female,Bachelor's degree,Yes,Binary,No,"No, not required","Yes, definitely",Yes,Agree,Agree,Agree,Disagree,Neutral,Neutral,No,Yes,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,No,Yes
R0572,26-35,Female,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Agree,Disagree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,No,Yes,Maybe,Yes,No,Yes,No,Yes
R0573,18-25,Male,High school or equivalent,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
R0574,18-25,Female,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,Maybe,Maybe
R0575,18-25,Male,Bachelor's degree,Yes,Binary,No,Maybe,"No, not required",Maybe,Disagree,Disagree,Agree,Disagree,Neutral,Agree,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Maybe,Maybe,Yes,Yes,Maybe
R0576,Less than 18,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Disagree,Disagree,Neutral,No,No,"Yes, definitely",No,Yes,Yes,Yes,Yes,Maybe,No,No,Yes
R0577,18-25,Male,Bachelor's degree,Yes,Binary,Yes,"No, not required","Yes, definitely",Maybe,Agree,Disagree,Agree,Disagree,Agree,Agree,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0578,18-25,Female,High school or equivalent,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
R0579,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Neutral,Disagree,Neutral,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,Maybe,No,Maybe
R0580,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Unsure,Yes,Maybe,Yes,Maybe,No,No,Yes
R0581,18-25,Female,Bachelor's degree,Yes,Binary,No,Maybe,Maybe,Yes,Agree,Agree,Agree,Agree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,Yes,No,Yes
R0582,18-25,Female,High school or equivalent,No,Non-binary,No,Maybe,"Yes, definitely",Yes,Neutral,Agree,Agree,Disagree,Neutral,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Maybe,Yes,No,No,No,Yes
R0583,18-25,Male,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Disagree,Disagree,Agree,Disagree,Agree,Agree,No,Yes,"Yes, definitely",Yes,Unsure,Unsure,Yes,Yes,No,Yes,No,Yes
R0584,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Agree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
R0585,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Maybe
R0586,18-25,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely",Maybe,Yes,Disagree,Disagree,Agree,Agree,Disagree,Neutral,Yes,Yes,"Yes, definitely",Yes,Yes,No,Yes,No,Yes,Yes,No,No
R0587,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",No,Yes,Yes,No,Maybe,Yes,No,Maybe,Maybe
R0588,18-25,Male,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Disagree,Agree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Unsure,Maybe,Yes,No,No,No,Yes
R0589,18-25,Male,Bachelor's degree,No,Non-binary,No,Maybe,"Yes, definitely",Yes,Neutral,Agree,Agree,Disagree,Disagree,Neutral,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,No,No
R0590,18-25,Female,High school or equivalent,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,No,Yes,No,No,No,Yes
R0591,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Agree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,No
R0592,18-25,Female,Bachelor's degree,No,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Disagree,Disagree,Disagree,No,Yes,"No, the woman should manage both",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
R0593,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","No, not required",Yes,Disagree,Disagree,Agree,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Maybe
R0594,18-25,Male,Master's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Maybe,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,Maybe,No
R0595,18-25,Female,Master's degree,No,Non-binary,Yes,"Yes, definitely","No, not required",Yes,Agree,Neutral,Agree,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Maybe
R0596,26-35,Female,Master's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Disagree,Disagree,Agree,Agree,Neutral,Neutral,No,No,"Yes, definitely",No,Unsure,Yes,Maybe,Maybe,Maybe,Yes,Yes,Yes
R0597,18-25,Male,Bachelor's degree,No,Binary,No,"No, not required","Yes, definitely",Yes,Agree,Disagree,Agree,Agree,Disagree,Agree,Yes,No,"Yes, definitely",Yes,Unsure,No,Yes,Yes,No,No,No,Yes
R0598,26-35,Male,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","No, not required",Yes,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Yes,Yes,"Yes, definitely",Yes,Yes,No,Maybe,Yes,No,No,Yes,No
